180.00	0.813497
179.00	0.813497
178.00	0.813497
177.00	0.813497
176.00	0.813497
175.00	0.813497
174.00	0.813497
173.00	0.813497
172.00	0.813497
171.00	0.813497
170.00	0.813497
169.00	0.813497
168.00	0.813497
167.00	0.813497
166.00	0.813497
165.00	0.813497
164.00	0.813497
163.00	0.813497
162.00	0.813497
161.00	0.813497
160.00	0.813497
159.00	0.813497
158.00	0.813497
157.00	0.813497
156.00	0.813497
155.00	0.813497
154.00	0.813497
153.00	0.813497
152.00	0.813497
151.00	0.813497
150.00	0.813497
149.00	0.813497
148.00	0.813497
147.00	0.813497
146.00	0.813497
145.00	0.813497
144.00	0.813497
143.00	0.813497
142.00	0.813497
141.00	0.813497
140.00	0.813497
139.00	0.813497
138.00	0.813497
137.00	0.813497
136.00	0.813497
135.00	0.813497
134.00	0.813497
133.00	0.813497
132.00	0.813497
131.00	0.813497
130.00	0.813497
129.00	0.813497
128.00	0.813497
127.00	0.813497
126.00	0.813497
125.00	0.813497
124.00	0.813497
123.00	0.813497
122.00	0.813497
121.00	0.813497
120.00	0.813497
119.00	0.813497
118.00	0.813497
117.00	0.813497
116.00	0.813497
115.00	0.813497
114.00	0.813497
113.00	0.813497
112.00	0.813497
111.00	0.813497
110.00	0.813497
109.00	0.813497
108.00	0.813497
107.00	0.813497
106.00	0.813497
105.00	0.813497
104.00	0.813497
103.00	0.813497
102.00	0.813497
101.00	0.813497
100.00	0.813497
99.00	0.813497
98.00	0.813497
97.00	0.813497
96.00	0.813497
95.00	0.813497
94.00	0.813497
93.00	0.813497
92.00	0.813497
91.00	0.813497
90.00	0.813497
89.00	0.813497
88.00	0.813497
87.00	0.813497
86.00	0.813497
85.00	0.813497
84.00	0.813497
83.00	0.813497
82.00	0.813497
81.00	0.813497
80.00	0.813497
79.00	0.813497
78.00	0.813497
77.00	0.813497
76.00	0.813497
75.00	0.813497
74.00	0.813497
73.00	0.813497
72.00	0.813497
71.00	0.813497
70.00	0.813497
69.00	0.813497
68.00	0.813497
67.00	0.813497
66.00	0.813497
65.00	0.813501
64.00	0.813505
63.00	0.813507
62.00	0.813507
61.00	0.813506
60.00	0.813501
59.00	0.813496
58.00	0.813491
57.00	0.813494
56.00	0.813489
55.00	0.813483
54.00	0.813477
53.00	0.813471
52.00	0.813464
51.00	0.813457
50.00	0.813456
49.00	0.813452
48.00	0.813454
47.00	0.813494
46.00	0.81355
45.00	0.813542
44.00	0.813545
43.00	0.813605
42.00	0.813607
41.00	0.81362
40.00	0.813684
39.00	0.813728
38.00	0.813682
37.00	0.813724
36.00	0.813735
35.00	0.813739
34.00	0.813754
33.00	0.813776
32.00	0.813797
31.00	0.813825
30.00	0.813795
29.00	0.813796
28.00	0.813865
27.00	0.813863
26.00	0.813788
25.00	0.813796
24.00	0.813819
23.00	0.813816
22.00	0.813827
21.00	0.813878
20.00	0.81414
19.00	0.818972
18.00	0.823941
17.00	0.828907
16.00	0.833923
15.00	0.83906
14.00	0.844244
13.00	0.849517
12.00	0.854908
11.00	0.860386
10.00	0.865857
9.00	0.871609
8.00	0.877478
7.00	0.883248
6.00	0.889139
5.00	0.895008
4.00	0.900537
3.00	0.905803
2.00	0.91135
1.00	0.916938
