55.00	0.877973
56.00	2.59333
57.00	4.86776
58.00	5.42439
59.00	5.40589
60.00	5.39531
61.00	5.30251
62.00	5.13132
63.00	4.95412
64.00	4.79223
65.00	4.67082
66.00	4.51917
67.00	4.36935
68.00	4.24897
69.00	4.21408
70.00	4.17927
71.00	4.07784
72.00	3.97007
73.00	3.87723
74.00	3.84077
75.00	3.79026
76.00	3.79015
77.00	3.7519
78.00	3.69496
79.00	3.69082
80.00	3.6489
81.00	3.66116
82.00	3.70413
83.00	3.69477
84.00	3.70019
85.00	3.68163
86.00	3.68762
87.00	3.70293
88.00	3.732
89.00	3.72407
90.00	3.77249
91.00	3.78789
92.00	3.75387
93.00	3.64043
94.00	3.51811
95.00	3.4017
96.00	3.21879
97.00	3.08732
98.00	2.97646
99.00	2.96127
100.00	2.95208
101.00	2.90025
102.00	2.92262
103.00	2.82968
104.00	2.79445
105.00	2.76241
106.00	2.77284
107.00	2.7812
108.00	2.76997
109.00	2.71673
110.00	2.65397
111.00	2.64177
112.00	2.65195
113.00	2.65672
114.00	2.63529
115.00	2.6443
116.00	2.62168
117.00	2.6295
118.00	2.59065
119.00	2.57675
120.00	2.52276
121.00	2.42533
122.00	2.28198
123.00	2.11133
124.00	1.91104
125.00	1.79096
126.00	1.69189
127.00	1.61941
128.00	1.56091
129.00	1.5327
130.00	1.52988
131.00	1.55199
132.00	1.57103
133.00	1.56376
134.00	1.58597
135.00	1.60652
136.00	1.64258
137.00	1.6858
138.00	1.67433
139.00	1.69114
140.00	1.68718
141.00	1.724
142.00	1.70091
143.00	1.70102
144.00	1.66575
145.00	1.6917
146.00	1.67885
147.00	1.67896
148.00	1.65812
149.00	1.63485
150.00	1.62599
151.00	1.6073
152.00	1.61532
153.00	1.61096
154.00	1.60174
155.00	1.56032
156.00	1.53233
157.00	1.52043
158.00	1.50487
159.00	1.47446
160.00	1.44232
161.00	1.40034
162.00	1.37784
163.00	1.21247
164.00	0.75164
165.00	0.249043
166.00	0
167.00	0
168.00	0
169.00	0
170.00	0
171.00	0
172.00	0
173.00	0
174.00	0
175.00	0
176.00	0
177.00	0
178.00	0
179.00	0
180.00	0
