1514	2000.09012204	4.33782007185	0.0453226856996
1000	2001.03199093	4.2348129626	0.0333051204615
1001	2001.56345348	4.30262662234	0.0297592768112
2600	2002.00297772	4.27794577466	0.04808069154
2602	2002.55815676	4.1802682618	0.0477928171918
3714	2003.06277656	4.28302186025	0.0484405173664
3715	2003.55900213	4.24288153386	0.0478574072661
5043	2003.96727792	4.32507950377	0.0472503820485
5045	2004.54819431	4.23846358352	0.0449661702561
5958	2005.14011438	4.30647941029	0.0449830220751
5960	2005.60135075	4.27514258367	0.0456823016589
6474	2006.06739197	4.338861433	0.0454646601355
6476	2006.56115953	4.24132929272	0.0446466501046
8275	2007.21170845	4.24649971098	0.0449345100722
9619	2008.19938944	4.21857318861	0.0447372652575
10623	2009.19131269	4.21692017256	0.0448166589849
11934	2010.21648782	4.20053506538	0.0447850942052
13046	2011.20069333	4.23148368194	0.0453232950696
14255	2012.28562432	4.11889433958	0.0443106292816
15394	2013.19961956	4.06029176401	0.0482580919615
16374	2014.31446713	4.00633084601	0.0439344090966
17378	2015.18448272	4.04922531581	0.0438439913678
18414	2016.01216361	3.91065279539	0.0432083801012
19846	2016.8846506	3.78939404361	0.0427052836513
19847	2017.38418092	3.70134748281	0.04315797563
19970	2017.87320058	3.66063748567	0.0420056719736
